order_id,customer_id,order_date,status,region_code
O00873,C0008,2026-02-01 04:31:20,CANCELLED,WEST
O00874,C0061,2025-09-26 01:10:08,DELIVERED,EAST
O00875,C0383,2026-04-12 04:49:06,SHIPPED,SOUTH
O00876,C0422,2024-10-27 20:44:38,CANCELLED,SOUTH
O00877,C0210,2024-11-11 00:00:00,DELIVERED,SOUTH
O00878,C0317,2025-08-19 08:52:07,RETURNED,WEST
O00879,,2025-02-02 04:11:16,DELIVERED,WEST
O00880,C0352,2025-04-08 11:16:17,CANCELLED,EAST
O00881,C0038,2025-10-13 03:13:29,DELIVERED,SOUTH
O00882,C0242,2026-04-09 22:40:34,RETURNED,NORTH
O00883,C0003,2025-12-19 03:53:25,DELIVERED,WEST
O00884,C0344,2026-03-16 04:40:57,RETURNED,NORTH
O00885,C0298,2025-05-02 05:17:24,CANCELLED,EAST
O00886,C0450,2026-04-23 02:53:58,RETURNED,WEST
O00887,C0073,2026-06-29 03:05:59,SHIPPED,WEST
O00888,C0447,2025-07-12 05:07:52,DELIVERED,WEST
O00889,C0145,2026-02-25 22:26:55,DELIVERED,EAST
O00890,C0224,2025-01-02 07:57:08,CANCELLED,SOUTH
O00891,C0285,2024-08-22 00:51:50,CANCELLED,NORTH
O00892,C0097,2026-01-22 19:22:09,PLACED,WEST
O00893,C0134,2025-05-25 20:56:30,PLACED,WEST
O00894,C0021,2025-05-10 15:32:39,RETURNED,WEST
O00895,C0235,2026-02-19 02:35:50,SHIPPED,NORTH
O00896,C0179,2024-11-18 02:24:29,SHIPPED,SOUTH
O00897,C0384,2025-02-16 04:08:05,RETURNED,SOUTH
O00898,C0299,2026-07-04 00:00:00,RETURNED,SOUTH
O00899,C0214,2024-09-05 02:56:17,CANCELLED,NORTH
O00900,C0455,2025-08-17 09:30:20,PLACED,WEST
O00901,C0192,2026-02-05 07:16:52,DELIVERED,SOUTH
O00902,C0015,2025-07-11 06:24:34,CANCELLED,WEST
O00903,C0322,2025-10-13 15:47:44,PLACED,EAST
O00904,,2025-03-22 08:41:47,CANCELLED,EAST
O00905,C0486,2025-10-01 00:06:53,RETURNED,SOUTH
O00906,C0109,2026-01-28 20:32:39,DELIVERED,EAST
O00907,C0409,2025-08-21 02:47:43,RETURNED,WEST
O00908,C0048,2024-12-30 20:29:46,CANCELLED,NORTH
O00909,C0011,2025-10-19 14:54:15,CANCELLED,EAST
O00910,C0332,2024-12-28 09:47:33,PLACED,EAST
O00911,C0252,2025-10-01 16:38:23,DELIVERED,SOUTH
O00912,C0184,2025-05-02 11:45:27,RETURNED,SOUTH
O00913,C0251,2025-04-13 20:40:01,DELIVERED,WEST
O00914,C0047,2026-02-25 07:47:19,RETURNED,SOUTH
O00915,C0223,2025-08-04 06:19:43,RETURNED,EAST
O00916,C0499,2025-03-07 07:14:17,SHIPPED,WEST
O00917,C0270,2026-06-10 09:12:26,DELIVERED,WEST
O00918,C0224,2026-05-13 04:17:52,DELIVERED,SOUTH
O00919,C0066,2025-11-13 11:01:16,SHIPPED,WEST
O00920,C0152,2026-07-16 17:50:57,PLACED,NORTH
O00921,C0262,2026-06-04 20:50:07,RETURNED,EAST
O00922,C0182,2025-10-10 03:49:34,RETURNED,NORTH
O00923,C0059,2024-12-07 23:50:10,SHIPPED,WEST
O00924,C0024,2024-09-27 22:46:15,DELIVERED,EAST
O00925,C0301,2025-09-21 23:56:15,CANCELLED,EAST
O00926,C0175,2024-12-03 20:42:09,SHIPPED,SOUTH
O00927,C0095,2025-07-20 11:56:49,DELIVERED,NORTH
O00928,C0223,2025-03-23 00:00:00,PLACED,NORTH
O00929,C0088,2026-05-03 21:53:14,CANCELLED,WEST
O00930,C0156,2025-02-26 00:00:16,DELIVERED,WEST
O00931,C0412,2025-09-30 03:05:06,PLACED,SOUTH
O00932,C0058,2025-05-17 14:17:42,SHIPPED,NORTH
O00933,C0108,2025-07-24 03:27:50,SHIPPED,WEST
O00934,C0432,2024-08-06 00:14:12,SHIPPED,NORTH
O00935,C0155,2026-03-31 02:58:35,CANCELLED,NORTH
O00936,C0060,2025-12-14 00:29:10,CANCELLED,WEST
O00937,,2025-09-02 10:33:14,SHIPPED,SOUTH
O00938,C0151,2025-05-26 20:42:09,PLACED,EAST
O00939,C0005,2026-02-26 07:11:23,CANCELLED,WEST
O00940,C0435,2024-12-27 13:25:41,RETURNED,EAST
O00941,C0019,2026-06-22 05:52:14,RETURNED,WEST
O00942,C0119,2024-08-19 23:46:54,CANCELLED,EAST
O00943,C0284,2025-11-29 19:30:31,CANCELLED,WEST
O00944,C0060,2026-06-01 23:16:26,DELIVERED,WEST
O00945,C0358,2025-05-15 05:40:18,SHIPPED,WEST
O00946,C0177,2026-03-31 04:48:56,RETURNED,EAST
O00947,C0472,2025-11-30 04:08:03,CANCELLED,SOUTH
O00948,C0453,2025-02-06 22:07:20,CANCELLED,EAST
O00949,C0408,2025-04-11 12:59:22,SHIPPED,SOUTH
O00950,C0145,2026-02-16 11:17:56,CANCELLED,SOUTH
O00951,C0089,2024-09-23 15:35:39,PLACED,WEST
O00952,C0483,2025-12-29 18:13:20,SHIPPED,NORTH
O00953,C0010,2025-09-28 01:41:45,SHIPPED,SOUTH
O00954,C0424,2026-05-03 15:00:43,PLACED,EAST
O00955,C0221,2025-06-02 10:10:16,RETURNED,SOUTH
O00956,C0250,2024-12-30 22:14:29,DELIVERED,NORTH
O00957,C0395,2025-09-16 12:11:12,SHIPPED,NORTH
O00958,C0362,2026-01-18 03:02:24,CANCELLED,NORTH
O00959,C0500,2025-08-26 21:48:24,PLACED,NORTH
O00960,C0260,2026-03-23 05:08:11,SHIPPED,EAST
O00961,C0081,2025-10-07 18:55:24,RETURNED,WEST
O00962,C0376,2024-12-03 04:02:16,DELIVERED,EAST
O00963,C0420,2025-11-24 14:41:53,CANCELLED,WEST
O00964,C0394,2025-03-13 08:43:37,CANCELLED,EAST
O00965,C0147,2025-04-13 00:31:08,DELIVERED,WEST
O00966,C0185,2025-06-19 18:07:42,RETURNED,WEST
O00967,C0404,2025-12-16 06:08:00,CANCELLED,WEST
O00968,C0460,2025-04-12 13:46:54,DELIVERED,NORTH
O00969,C0227,2024-10-30 00:00:00,RETURNED,NORTH
O00970,C0044,2024-10-19 05:09:56,SHIPPED,WEST
O00971,C0032,2025-09-15 00:00:00,SHIPPED,NORTH
O00972,C0324,2025-12-30 05:26:14,RETURNED,EAST
O00973,C0215,2024-09-26 05:49:14,RETURNED,EAST
O00974,C0370,2024-09-08 10:53:08,PLACED,EAST
O00975,C0461,2026-05-16 03:57:03,CANCELLED,WEST
O00976,C0330,2026-08-03 20:40:07,RETURNED,WEST
O00977,C0358,2024-11-14 05:59:09,CANCELLED,SOUTH
O00978,C0452,2024-12-22 00:00:00,DELIVERED,WEST
O00979,C0372,2026-06-14 21:54:14,RETURNED,EAST
O00980,C0110,2024-08-29 17:48:12,RETURNED,EAST
O00981,C0388,2025-01-09 00:00:00,RETURNED,EAST
O00982,C0124,2024-10-27 14:28:16,CANCELLED,NORTH
O00983,C0375,2025-08-17 10:46:34,RETURNED,EAST
O00984,,2025-01-01 06:48:41,PLACED,WEST
O00985,C0153,2024-10-21 00:00:00,DELIVERED,SOUTH
O00986,C0413,2024-08-30 03:55:58,RETURNED,SOUTH
O00987,C0180,2025-10-22 23:15:24,RETURNED,SOUTH
O00988,C0366,2025-12-16 21:56:11,PLACED,EAST
O00989,C0265,2026-05-17 00:34:17,DELIVERED,WEST
O00990,C0051,2025-06-03 06:49:31,CANCELLED,NORTH
O00991,C0048,2025-12-29 11:21:34,CANCELLED,SOUTH
O00992,C0229,2025-08-20 23:23:45,CANCELLED,WEST
O00993,C0447,2025-09-17 20:50:20,CANCELLED,WEST
O00994,C0353,2025-12-03 02:28:16,CANCELLED,SOUTH
O00995,C0074,2026-02-01 04:15:33,CANCELLED,SOUTH
O00996,C0496,2025-11-06 22:49:29,PLACED,SOUTH
O00997,C0234,2025-02-20 05:51:30,RETURNED,EAST
O00998,C0472,2024-09-12 13:50:26,CANCELLED,NORTH
O00999,C0062,2025-05-17 00:09:08,RETURNED,SOUTH
O01000,C0061,2025-01-23 21:23:21,DELIVERED,EAST
