item_id,order_id,product_id,quantity,unit_price,discount_percent
I01335,O00575,P0131,4,1374.46,49
I01336,O00806,P0282,3,5415.96,98
I01337,O00043,P0133,1,4806.37,11
I01338,O00766,P0213,3,1415.02,69
I01339,O00757,P0154,2,3835.78,3
I01340,O00395,P0166,1,4983.88,68
I01341,O00701,P0076,1,7753.38,94
I01342,O00183,P0243,5,4115.19,87
I01343,O00102,P0120,1,6458.19,23
I01344,O00075,P0237,2,6977.67,63
I01345,O00628,P0199,2,1771.55,48
I01346,O00120,P0320,2,8779.36,0
I01347,O00938,P0214,2,3074.75,22
I01348,O00381,P0458,4,4177.77,51
I01349,O00614,P0295,1,4553.26,85
I01350,O00433,P0367,3,3787.39,90
I01351,O00900,P0016,3,1816.56,34
I01352,O00426,P0086,4,6995.12,48
I01353,O00195,P0037,3,4613.06,62
I01354,O00642,P0054,3,614.79,5
I01355,O00707,P0092,4,1596.63,81
I01356,O00924,P0413,1,7406.51,8
I01357,O00172,P0111,2,3867.04,32
I01358,O00294,P0498,4,485.65,72
I01359,O00123,P0363,3,2252.05,25
I01360,O00510,P0037,1,3219.52,66
I01361,O00112,P0180,1,2307.96,4
I01362,O00781,P0309,4,687.44,8
I01363,O00380,P0018,2,5269.6,18
I01364,O00043,P0376,4,1795.31,64
I01365,O00743,P0002,2,5975.3,72
I01366,O00350,P0084,1,644.2,32
I01367,O00206,P0182,2,1253.69,7
I01368,O00970,P0271,4,715.41,8
I01369,O00200,P0387,2,1096.57,92
I01370,O00452,P0458,-4,2521.74,31
I01371,O00571,P0327,5,2385.96,70
I01372,O00702,P0406,3,5129.41,66
I01373,O00738,P0468,-5,3808.94,41
I01374,O00924,P0163,3,375.51,29
I01375,O00577,P0213,1,853.77,49
I01376,O00230,P0062,5,4821.61,4
I01377,O00021,P0070,5,8061.97,60
I01378,O00290,P0193,5,4104.25,49
I01379,O00244,P0010,4,5292.11,78
I01380,O00652,P0465,3,1186.55,19
I01381,O00369,P0402,4,4262.33,36
I01382,O00398,P0462,2,5718.05,20
I01383,O00443,P0208,3,5061.06,18
I01384,O00728,P0207,1,4050.93,29
I01385,O00642,P0361,4,3983.42,51
I01386,O00472,P0014,4,3985.72,56
I01387,O00346,P0433,4,1272.62,51
I01388,O00211,P0329,2,6184.6,91
I01389,O00971,P0006,2,1117.58,84
I01390,O00475,P0046,5,5169.5,97
I01391,O00315,P0012,4,1737.3,18
I01392,O00668,P0405,4,5004.75,99
I01393,O00205,P0102,5,6212.11,70
I01394,O00960,P0011,2,3974.77,23
I01395,O00212,P0203,-4,4341.92,85
I01396,O00764,P0299,2,2098.49,98
I01397,O00589,P0209,2,7315.72,25
I01398,O00480,P0403,2,3704.92,94
I01399,O00499,P0107,2,601.74,97
I01400,O00644,P0077,5,7863.66,86
I01401,O00088,P0238,1,5416.0,6
I01402,O00321,P0136,3,7584.62,45
I01403,O00981,P0011,2,3279.1,8
I01404,O00324,P0220,3,7689.41,57
I01405,O00180,P0412,4,897.75,12
I01406,O00902,P0079,5,1223.07,53
I01407,O00634,P0439,1,2464.9,71
I01408,O00717,P0168,5,3959.15,88
I01409,O00680,P0208,2,5410.38,56
I01410,O00139,P0395,1,4924.11,60
I01411,O00786,P0430,4,288.36,88
I01412,O00599,P0291,3,3513.82,57
I01413,O00970,P0183,1,7800.8,44
I01414,O00908,P0089,3,1578.66,22
I01415,O00694,P0085,2,3166.89,19
I01416,O00810,P0423,1,7857.14,25
I01417,O00812,P0193,3,4670.35,10
I01418,O00819,P0237,3,6187.44,79
I01419,O00174,P0433,5,1304.84,32
I01420,O00533,P0051,2,5257.47,3
I01421,O00171,P0069,4,4266.25,30
I01422,O00444,P0207,3,3005.86,34
I01423,O00341,P0356,4,6069.33,16
I01424,O00588,P0495,-5,5115.34,48
I01425,O00390,P0330,2,2487.93,88
I01426,O00344,P0009,3,4920.77,65
I01427,O00351,P0382,4,3902.63,44
I01428,O00501,P0239,3,1266.19,10
I01429,O00087,P0115,4,1725.54,40
I01430,O00024,P0249,5,5207.98,97
I01431,O00182,P0449,1,6031.18,19
I01432,O00798,P0386,5,4918.83,9
I01433,O00755,P0057,1,7191.57,79
I01434,O00642,P0248,1,6856.69,58
I01435,O00109,P0102,3,7918.5,7
I01436,O00764,P0262,2,5264.57,23
I01437,O00094,P0463,1,1262.32,87
I01438,O00735,P0014,2,2652.77,41
I01439,O00838,P0447,5,945.29,63
I01440,O00481,P0140,5,1203.66,86
I01441,O00063,P0365,5,932.07,64
I01442,O00998,P0045,1,6190.65,18
I01443,O00194,P0294,5,7728.69,89
I01444,O00869,P0484,1,513.53,29
I01445,O00857,P0384,2,4675.29,76
I01446,O00293,P0151,4,5879.61,32
I01447,O00544,P0272,3,2698.81,87
I01448,O00166,P0264,3,1173.16,8
I01449,O00751,P0484,4,426.7,96
I01450,O00783,P0248,4,6646.7,57
I01451,O00691,P0336,1,4987.09,75
I01452,O00621,P0162,3,6676.16,8
I01453,O00860,P0405,5,4606.49,45
I01454,O00308,P0284,4,7435.99,40
I01455,O00195,P0413,5,5335.18,21
I01456,O00420,P0405,1,5042.49,59
I01457,O00867,P0435,3,5344.84,51
I01458,O00476,P0437,4,5952.32,18
I01459,O00026,P0450,4,1648.61,100
I01460,O00892,P0424,3,2005.66,51
I01461,O00811,P0340,-3,6679.51,22
I01462,O00189,P0294,2,5786.77,2
I01463,O00278,P0326,4,3345.33,2
I01464,O00311,P0010,4,5700.17,70
I01465,O00499,P0077,3,6855.13,63
I01466,O00873,P0117,4,1848.57,85
I01467,O00109,P0152,1,1491.46,41
I01468,O00145,P0020,4,5483.84,63
I01469,O00014,P0009,2,6748.04,80
I01470,O00319,P0317,2,6262.94,54
I01471,O00133,P0469,5,5244.31,43
I01472,O00885,P0215,3,1597.9,72
I01473,O00458,P0278,4,6748.19,31
I01474,O00705,P0288,2,2797.81,40
I01475,O00569,P0049,4,6135.26,42
I01476,O00989,P0085,2,3026.2,80
I01477,O00235,P0497,5,5039.07,78
I01478,O00256,P0396,2,3647.63,60
I01479,O00902,P0140,1,1050.26,96
I01480,O00084,P0397,2,3886.52,59
I01481,O00970,P0457,5,285.56,34
I01482,O00797,P0305,1,5518.73,98
I01483,O00373,P0123,3,8749.02,7
I01484,O00649,P0464,4,2500.68,45
I01485,O00150,P0142,5,8411.53,40
I01486,O00620,P0300,4,1939.52,25
I01487,O00612,P0200,2,1981.38,37
I01488,O00200,P0436,1,2215.29,64
I01489,O00386,P0149,3,1872.25,1
I01490,O00148,P0321,3,1409.02,3
I01491,O00477,P0440,4,5267.68,18
I01492,O00569,P0149,4,1569.52,56
I01493,O00281,P0014,3,3420.15,25
I01494,O00167,P0477,5,645.11,41
I01495,O00889,P0024,1,2631.4,61
I01496,O00852,P0320,3,7945.77,70
I01497,O00662,P0271,1,730.56,22
I01498,O00779,P0485,3,873.58,36
I01499,O00583,P0499,3,5421.73,65
I01500,O00731,P0094,1,586.83,8
I01501,O00105,P0301,1,3383.3,91
I01502,O00369,P0340,2,7186.83,43
I01503,O00769,P0489,1,1614.24,51
I01504,O00427,P0076,5,6895.57,50
I01505,O00092,P0270,2,1918.14,57
I01506,O00934,P0081,2,2171.88,29
I01507,O00700,P0159,2,2770.26,6
I01508,O00044,P0033,2,4188.2,29
I01509,O00141,P0239,2,1450.53,41
I01510,O00687,P0115,4,1376.92,65
I01511,O00686,P0369,3,2945.62,53
I01512,O00205,P0231,5,2824.21,26
I01513,O00008,P0238,2,6844.0,10
I01514,O00522,P0196,5,6198.5,21
I01515,O00550,P0126,4,1088.12,80
I01516,O00570,P0305,5,6224.93,49
I01517,O00773,P0073,2,1881.4,42
I01518,O00267,P0121,2,4871.26,83
I01519,O00457,P0094,3,791.17,83
I01520,O00210,P0004,5,551.19,5
I01521,O00761,P0302,4,1152.98,26
I01522,O00754,P0250,2,6054.04,88
I01523,O00838,P0418,2,2080.54,59
I01524,O00236,P0356,1,6122.62,32
I01525,O00318,P0451,2,2440.27,23
I01526,O00970,P0338,3,5636.9,92
I01527,O00401,P0263,3,6901.85,21
I01528,O00612,P0227,4,6711.51,85
I01529,O00110,P0420,2,2002.39,3
I01530,O00012,P0305,5,8457.08,0
I01531,O00747,P0135,3,7639.08,20
I01532,O00221,P0112,1,4877.35,54
I01533,O00428,P0264,3,1710.09,38
I01534,O00310,P0347,1,2391.63,58
I01535,O00652,P0439,2,2970.26,87
I01536,O00955,P0136,1,5982.12,1
I01537,O00241,P0430,1,389.4,74
I01538,O00024,P0144,5,412.56,61
I01539,O00157,P0307,1,4393.42,50
I01540,O00510,P0330,-4,2556.04,59
I01541,O00014,P0144,4,385.54,5
I01542,O00898,P0098,1,836.98,36
I01543,O00274,P0118,4,400.08,34
I01544,O00459,P0481,2,3685.31,83
I01545,O00856,P0096,1,378.38,71
I01546,O00733,P0458,4,4042.81,6
I01547,O00613,P0340,3,5205.46,60
I01548,O00675,P0249,5,5441.27,92
I01549,O00329,P0302,5,1047.12,44
I01550,O00412,P0480,4,699.1,44
I01551,O00689,P0286,3,6418.29,63
I01552,O00985,P0106,5,3423.11,77
I01553,O00341,P0240,3,2486.34,82
I01554,O00553,P0476,4,808.22,21
I01555,O00941,P0144,1,446.18,80
I01556,O00554,P0451,2,3666.43,95
I01557,O00588,P0263,2,5152.61,26
I01558,O00430,P0363,4,2928.61,64
I01559,O00107,P0144,5,385.26,32
I01560,O00169,P0265,5,5090.65,87
I01561,O00334,P0130,3,6779.51,47
I01562,O00536,P0267,5,4047.56,50
I01563,O00768,P0033,2,4737.42,96
I01564,O00660,P0270,1,1578.41,88
I01565,O00915,P0146,2,7557.79,64
I01566,O00938,P0117,1,1731.38,39
I01567,O00311,P0300,2,1886.1,69
I01568,O00196,P0485,1,865.91,3
I01569,O00191,P0349,3,6014.44,87
I01570,O00464,P0370,1,3912.25,54
I01571,O00011,P0253,3,5727.16,38
I01572,O00214,P0474,3,5930.36,79
I01573,O00651,P0473,5,263.09,5
I01574,O00512,P0171,4,836.39,3
I01575,O00882,P0075,3,5296.14,96
I01576,O00433,P0092,5,2111.04,79
I01577,O00702,P0089,3,1697.98,3
I01578,O00500,P0169,4,3387.97,11
I01579,O00095,P0413,4,4801.24,92
I01580,O00768,P0254,1,3844.62,77
I01581,O00318,P0279,4,7653.08,90
I01582,O00421,P0252,4,5667.72,87
I01583,O00692,P0048,2,7510.46,64
I01584,O00186,P0306,4,2301.67,89
I01585,O00948,P0186,5,6769.55,92
I01586,O00121,P0336,1,7308.47,62
I01587,O00301,P0452,2,8725.16,5
I01588,O00437,P0207,3,2566.77,19
I01589,O00498,P0290,1,151.98,49
I01590,O00045,P0331,2,3494.03,28
I01591,O00598,P0325,3,2998.55,29
I01592,O00971,P0311,4,3191.47,12
I01593,O00759,P0066,2,7280.07,77
I01594,O00509,P0403,-5,4010.26,89
I01595,O00538,P0172,-4,5824.6,47
I01596,O00486,P0354,5,3363.97,55
I01597,O00069,P0247,5,1392.53,33
I01598,O00520,P0428,3,2256.65,17
I01599,O00089,P0437,-1,6372.67,85
I01600,O00560,P0120,2,6135.49,33
I01601,O00809,P0008,4,3736.93,74
I01602,O00041,P0241,4,2142.99,18
I01603,O00719,P0135,3,6882.13,47
I01604,O00013,P0021,1,2194.34,85
I01605,O00010,P0489,3,1906.36,17
I01606,O00882,P0169,3,2911.47,27
I01607,O00490,P0367,2,3385.96,12
I01608,O00649,P0344,2,810.84,9
I01609,O00879,P0147,2,196.0,97
I01610,O00075,P0378,1,6960.9,31
I01611,O00371,P0177,4,5981.43,33
I01612,O00443,P0213,4,843.43,41
I01613,O00688,P0190,-4,8144.67,47
I01614,O00857,P0178,4,2362.3,95
I01615,O00973,P0445,2,3711.26,52
I01616,O00534,P0467,2,1785.75,98
I01617,O00032,P0001,1,5156.06,71
I01618,O00796,P0314,1,3515.38,82
I01619,O00403,P0243,1,3573.36,83
I01620,O00549,P0011,3,4175.35,39
I01621,O00396,P0485,4,1376.06,88
I01622,O00946,P0155,5,739.8,76
I01623,O00346,P0329,5,5531.62,62
I01624,O00632,P0116,3,4450.74,32
I01625,O00896,P0096,3,275.0,65
I01626,O00928,P0074,2,2526.8,30
I01627,O00996,P0498,5,492.63,42
I01628,O00286,P0264,5,1354.81,54
I01629,O00912,P0035,2,740.93,98
I01630,O00703,P0019,3,199.09,69
I01631,O00818,P0083,5,6715.29,66
I01632,O00741,P0374,2,2742.54,81
I01633,O00809,P0066,2,6137.78,43
I01634,O00830,P0270,2,1619.19,31
I01635,O00278,P0061,4,6126.36,58
I01636,O00261,P0238,5,7961.44,32
I01637,O00833,P0325,1,2570.97,50
I01638,O00832,P0262,1,5283.1,63
I01639,O00564,P0337,4,235.32,35
I01640,O00204,P0116,5,3572.72,54
I01641,O00488,P0350,4,7275.83,40
I01642,O00126,P0195,1,5513.98,6
I01643,O00285,P0452,1,5589.09,68
I01644,O00099,P0428,3,2263.47,87
I01645,O00913,P0155,4,731.3,7
I01646,O00640,P0375,1,3267.18,36
I01647,O00226,P0296,4,8224.34,73
I01648,O00363,P0057,3,7311.3,19
I01649,O00325,P0160,1,7298.41,21
I01650,O00632,P0477,4,442.15,20
I01651,O00629,P0174,1,3620.0,34
I01652,O00253,P0246,4,1939.17,28
I01653,O00170,P0379,2,7868.26,28
I01654,O00245,P0135,3,8078.78,55
I01655,O00870,P0263,5,6087.91,27
I01656,O00084,P0389,2,7271.52,56
I01657,O00910,P0352,4,671.41,78
I01658,O00784,P0380,-4,6375.42,86
I01659,O00897,P0316,4,766.05,41
I01660,O00631,P0042,1,1687.66,56
I01661,O00148,P0489,5,2406.34,76
I01662,O00414,P0341,4,4527.56,40
I01663,O00255,P0364,3,1491.83,29
I01664,O00481,P0320,4,8928.0,87
I01665,O00715,P0302,5,688.44,91
I01666,O00354,P0274,1,5184.81,2
I01667,O00457,P0260,4,7297.02,11
I01668,O00235,P0112,4,3893.91,33
I01669,O00225,P0256,4,8473.41,82
I01670,O00830,P0463,5,1459.87,4
I01671,O00779,P0456,4,979.59,90
I01672,O00713,P0488,2,389.56,32
I01673,O00262,P0012,1,2027.21,37
I01674,O00286,P0123,2,8847.23,23
I01675,O00171,P0131,2,1403.78,29
I01676,O00587,P0047,1,2184.91,100
I01677,O00482,P0281,2,8906.77,21
I01678,O00985,P0315,-2,2555.84,91
I01679,O00104,P0327,1,2572.14,100
I01680,O00798,P0341,2,5336.57,97
I01681,O00157,P0468,3,4804.15,23
I01682,O00334,P0300,2,1913.9,98
I01683,O00022,P0377,3,7365.21,7
I01684,O00050,P0284,4,6333.69,16
I01685,O00855,P0478,2,5138.08,100
I01686,O00466,P0154,3,4219.88,14
I01687,O00621,P0227,2,8800.2,8
I01688,O00295,P0175,4,6025.82,62
I01689,O00744,P0275,4,5114.33,67
I01690,O00966,P0046,4,5086.14,100
I01691,O00858,P0457,5,258.19,96
I01692,O00418,P0281,3,5716.82,63
I01693,O00212,P0014,2,2640.55,47
I01694,O00926,P0060,3,2469.14,48
I01695,O00323,P0105,3,4887.74,96
I01696,O00794,P0434,1,6776.57,18
I01697,O00810,P0190,4,8279.5,17
I01698,O00146,P0351,3,4853.32,29
I01699,O00409,P0251,4,7260.56,59
I01700,O00475,P0435,3,3335.56,6
I01701,O00919,P0412,2,1105.74,12
I01702,O00359,P0145,3,6040.56,49
I01703,O00302,P0390,4,3665.19,65
I01704,O00957,P0423,5,7932.53,61
I01705,O00199,P0220,1,6526.39,64
I01706,O00104,P0083,-2,5452.86,91
I01707,O00026,P0416,5,3349.91,80
I01708,O00460,P0219,5,3492.92,78
I01709,O00335,P0466,4,2472.13,6
I01710,O00905,P0287,5,3411.88,62
I01711,O00038,P0134,4,2747.36,70
I01712,O00992,P0331,5,3152.66,48
I01713,O00451,P0357,3,8570.29,81
I01714,O00781,P0171,3,1159.35,11
I01715,O00404,P0471,5,5115.78,5
I01716,O00137,P0263,-3,5360.62,72
I01717,O00846,P0374,2,2751.72,54
I01718,O00939,P0288,5,2753.95,8
I01719,O00272,P0490,2,3271.48,100
I01720,O00938,P0239,1,1855.19,86
I01721,O00686,P0050,4,4571.68,43
I01722,O00382,P0078,5,6610.0,33
I01723,O00911,P0462,5,5466.26,94
I01724,O00335,P0349,3,5131.44,85
I01725,O00286,P0173,5,3327.25,99
I01726,O00023,P0020,2,6231.59,34
I01727,O00308,P0148,3,6492.3,92
I01728,O00606,P0466,4,2497.41,32
I01729,O00569,P0194,1,549.35,100
I01730,O00255,P0254,2,4157.61,19
I01731,O00518,P0020,1,5964.88,95
I01732,O00340,P0448,4,5250.85,31
I01733,O00972,P0277,2,8613.73,8
I01734,O00059,P0418,3,2260.91,55
I01735,O00032,P0050,2,4229.66,47
I01736,O00499,P0378,1,8178.98,62
I01737,O00416,P0431,4,782.54,30
I01738,O00824,P0378,3,5399.06,20
I01739,O00386,P0371,5,8471.8,12
I01740,O00756,P0082,1,2119.2,69
I01741,O00095,P0114,4,8745.32,89
I01742,O00003,P0328,2,1804.89,4
I01743,O00864,P0253,2,4739.69,87
I01744,O00090,P0484,3,420.05,39
I01745,O00597,P0233,3,1949.96,5
I01746,O00945,P0161,-5,3112.29,21
I01747,O00503,P0291,4,2604.35,75
I01748,O00539,P0432,3,4325.36,78
I01749,O00474,P0028,3,7777.73,33
I01750,O00717,P0362,2,4644.54,63
I01751,O00291,P0132,5,2127.92,43
I01752,O00830,P0084,2,518.26,65
I01753,O00723,P0039,3,6858.62,53
I01754,O00868,P0191,2,957.54,41
I01755,O00153,P0063,2,1015.43,4
I01756,O00897,P0441,1,566.83,13
I01757,O00741,P0347,4,2271.71,98
I01758,O00594,P0314,3,3756.17,61
I01759,O00953,P0337,4,243.23,85
I01760,O00310,P0232,5,5968.46,26
I01761,O00373,P0339,4,3360.1,24
I01762,O00033,P0352,3,862.23,32
I01763,O00510,P0123,4,7124.87,50
I01764,O00836,P0452,3,6511.5,90
I01765,O00982,P0357,4,9377.65,72
I01766,O00803,P0161,-2,3050.53,32
I01767,O00897,P0387,4,1555.77,18
I01768,O00246,P0433,1,1426.14,63
I01769,O00739,P0135,3,5985.25,4
I01770,O00729,P0209,1,5713.57,78
I01771,O00108,P0215,3,2017.58,64
I01772,O00341,P0039,2,6406.46,94
I01773,O00401,P0436,5,2679.85,75
I01774,O00202,P0275,5,5211.96,93
I01775,O00737,P0490,1,3042.82,37
I01776,O00468,P0486,5,2050.81,42
I01777,O00643,P0171,1,1186.52,8
I01778,O00428,P0126,4,1903.79,77
I01779,O00323,P0225,5,649.2,28
I01780,O00913,P0050,4,5094.81,4
I01781,O00594,P0219,2,3172.19,33
I01782,O00042,P0218,1,1338.86,57
I01783,O00441,P0300,2,1169.9,9
I01784,O00922,P0295,3,5484.67,53
I01785,O00976,P0449,1,7389.51,98
I01786,O00680,P0426,3,3330.84,74
I01787,O00566,P0178,2,1707.17,14
I01788,O00399,P0061,2,5069.44,42
I01789,O00206,P0389,2,5513.24,54
I01790,O00252,P0123,1,9166.63,2
I01791,O00768,P0380,1,8335.45,21
I01792,O00426,P0009,3,4286.14,54
I01793,O00371,P0316,2,579.01,36
I01794,O00709,P0429,3,5264.35,8
I01795,O00895,P0034,1,2914.7,0
I01796,O00789,P0219,2,4333.07,34
I01797,O00463,P0405,2,4661.68,64
I01798,O00126,P0121,5,5138.55,78
I01799,O00365,P0198,3,8258.56,45
I01800,O00194,P0292,2,7443.96,32
I01801,O00636,P0008,1,4031.58,98
I01802,O00167,P0262,1,3351.72,20
I01803,O00548,P0139,5,4571.09,96
I01804,O00874,P0476,-3,624.97,96
I01805,O00525,P0360,4,2588.26,51
I01806,O00636,P0142,2,7798.47,99
I01807,O00069,P0481,5,3985.89,95
I01808,O00957,P0334,2,4790.05,63
I01809,O00397,P0023,5,4541.2,47
I01810,O00038,P0205,2,6531.8,0
I01811,O00681,P0080,5,855.71,83
I01812,O00858,P0277,3,4925.04,40
I01813,O00864,P0426,4,3447.98,66
I01814,O00608,P0491,5,1064.31,63
I01815,O00744,P0022,5,6788.78,15
I01816,O00806,P0124,5,7368.19,40
I01817,O00842,P0002,2,6393.22,4
I01818,O00308,P0353,1,443.64,17
I01819,O00157,P0381,3,6528.22,52
I01820,O00373,P0249,1,3323.45,39
I01821,O00027,P0197,3,3546.07,41
I01822,O00891,P0090,2,1857.9,67
I01823,O00103,P0463,5,1631.62,12
I01824,O00326,P0352,3,881.99,23
I01825,O00820,P0350,5,5704.67,6
I01826,O00779,P0176,3,3334.63,69
I01827,O00563,P0185,1,8913.81,88
I01828,O00566,P0256,5,7674.39,12
I01829,O00042,P0029,4,3306.54,53
I01830,O00276,P0155,1,762.68,17
I01831,O00968,P0379,1,6738.4,13
I01832,O00829,P0143,4,2753.71,69
I01833,O00606,P0030,1,2345.55,31
I01834,O00190,P0415,1,1133.17,72
I01835,O00018,P0096,1,308.01,93
I01836,O00981,P0461,2,6974.31,87
I01837,O00418,P0151,5,5010.32,66
I01838,O00748,P0302,3,1069.09,24
I01839,O00061,P0382,4,4759.42,78
I01840,O00541,P0084,4,468.8,17
I01841,O00422,P0244,4,3143.25,36
I01842,O00877,P0195,3,7353.29,90
I01843,O00620,P0375,4,2893.83,14
I01844,O00765,P0031,4,5276.5,16
I01845,O00657,P0290,5,186.19,85
I01846,O00042,P0360,2,1882.27,31
I01847,O00701,P0329,1,6811.02,27
I01848,O00589,P0157,3,198.0,26
I01849,O00015,P0141,1,3302.65,43
I01850,O00151,P0289,2,7101.94,100
I01851,O00333,P0336,1,8370.36,48
I01852,O00455,P0183,5,7765.2,81
I01853,O00362,P0424,2,1525.24,85
I01854,O00972,P0051,2,3698.94,6
I01855,O00475,P0097,-3,3888.31,100
I01856,O00537,P0320,1,6181.22,52
I01857,O00145,P0312,1,2635.2,22
I01858,O00485,P0001,4,6314.55,67
I01859,O00357,P0110,1,2068.48,28
I01860,O00885,P0148,4,5650.13,61
I01861,O00492,P0486,4,2335.84,17
I01862,O00661,P0174,1,2809.5,28
I01863,O00957,P0244,5,2014.35,34
I01864,O00707,P0227,3,5881.19,84
I01865,O00765,P0473,5,232.86,8
I01866,O00110,P0154,5,4419.43,36
I01867,O00776,P0193,3,4689.54,71
I01868,O00947,P0456,5,1183.06,23
I01869,O00004,P0391,4,5980.0,2
I01870,O00789,P0008,3,3533.24,72
I01871,O00199,P0428,-3,1485.39,93
I01872,O00436,P0418,3,2009.35,34
I01873,O00412,P0216,5,3375.62,77
I01874,O00099,P0026,5,5701.26,79
I01875,O00333,P0319,2,4373.52,43
I01876,O00247,P0320,3,7176.78,63
I01877,O00576,P0242,2,2353.15,9
I01878,O00141,P0222,1,5786.66,5
I01879,O00548,P0434,2,8078.59,9
I01880,O01000,P0398,1,829.83,91
I01881,O00220,P0043,2,760.91,12
I01882,O00941,P0455,1,5779.0,15
I01883,O00912,P0021,3,2748.42,26
I01884,O00243,P0107,1,717.35,11
I01885,O00550,P0101,3,4783.72,97
I01886,O00706,P0190,2,6266.34,21
I01887,O00502,P0058,1,463.69,27
I01888,O00103,P0408,4,4186.56,74
I01889,O00285,P0213,2,814.89,89
I01890,O00772,P0391,3,7302.45,89
I01891,O00100,P0201,-2,6367.79,73
I01892,O00198,P0355,1,3593.17,20
I01893,O00751,P0139,2,4523.39,26
I01894,O00472,P0163,2,363.47,57
I01895,O00033,P0045,2,5842.55,92
I01896,O00775,P0064,2,7318.68,38
I01897,O00065,P0066,4,6799.88,20
I01898,O00176,P0305,4,6225.84,68
I01899,O00915,P0360,2,2127.75,10
I01900,O00158,P0251,2,7039.99,55
I01901,O00171,P0114,2,6035.53,66
I01902,O00544,P0310,5,644.61,75
I01903,O00908,P0281,5,6894.49,76
I01904,O00221,P0366,5,7501.3,54
I01905,O00814,P0435,2,4111.51,40
I01906,O00949,P0059,3,1107.1,98
I01907,O00303,P0211,1,3416.29,68
I01908,O00896,P0185,4,7451.99,88
I01909,O00236,P0166,2,6922.94,68
I01910,O00405,P0151,1,8700.36,74
I01911,O00185,P0097,2,4959.55,29
I01912,O00052,P0091,2,3442.57,77
I01913,O00248,P0036,5,1064.73,10
I01914,O00096,P0032,3,3105.44,42
I01915,O00183,P0356,5,4333.38,62
I01916,O00809,P0462,2,3713.76,81
I01917,O00640,P0055,1,616.37,54
I01918,O00779,P0236,5,2647.23,21
I01919,O00346,P0224,3,4130.09,97
I01920,O00794,P0384,1,4862.28,3
I01921,O00169,P0075,1,5190.55,81
I01922,O00705,P0449,5,5339.59,12
I01923,O00552,P0209,4,6825.43,7
I01924,O00154,P0010,-5,6140.8,40
I01925,O00814,P0304,4,3982.38,82
I01926,O00268,P0446,3,2091.36,69
I01927,O00591,P0205,2,6871.44,36
I01928,O00787,P0398,4,608.66,22
I01929,O00808,P0451,3,2499.77,48
I01930,O00446,P0234,4,2381.61,5
I01931,O00678,P0336,5,5645.67,31
I01932,O00350,P0322,4,2886.68,92
I01933,O00154,P0384,5,4193.15,72
I01934,O00153,P0158,1,6035.18,65
I01935,O00379,P0208,2,4701.33,46
I01936,O00804,P0196,3,5258.1,93
I01937,O00041,P0450,1,1453.24,6
I01938,O00421,P0246,4,1711.0,78
I01939,O00364,P0354,5,5381.09,2
I01940,O00976,P0006,5,1152.24,67
I01941,O00063,P0110,2,2020.5,6
I01942,O00259,P0164,1,2998.12,15
I01943,O00757,P0175,5,4393.86,80
I01944,O00660,P0202,3,3918.55,60
I01945,O00255,P0233,4,2597.65,48
I01946,O00066,P0177,2,4491.77,31
I01947,O00145,P0302,2,1026.5,79
I01948,O00535,P0248,3,5621.21,85
I01949,O00163,P0462,3,3199.45,53
I01950,O00743,P0065,2,2269.15,55
I01951,O00984,P0454,2,5699.3,10
I01952,O00842,P0352,4,673.79,80
I01953,O00969,P0124,4,7064.02,96
I01954,O00044,P0208,3,3516.39,100
I01955,O00378,P0395,2,3658.69,87
I01956,O00983,P0179,2,5410.35,93
I01957,O00482,P0313,1,2265.28,52
I01958,O00526,P0475,3,1531.68,67
I01959,O00024,P0279,5,8599.17,93
I01960,O00570,P0181,1,3279.2,66
I01961,O00283,P0281,2,6394.45,17
I01962,O00714,P0469,4,3843.0,88
I01963,O00704,P0245,3,2977.45,37
I01964,O00222,P0201,2,4136.91,97
I01965,O00539,P0439,3,2235.36,40
I01966,O00228,P0211,1,4338.24,13
I01967,O00615,P0301,1,3251.39,59
I01968,O00622,P0196,1,6423.58,30
I01969,O00696,P0458,5,2772.83,27
I01970,O00331,P0115,2,1890.61,5
I01971,O00741,P0094,4,562.98,10
I01972,O00509,P0141,5,3999.38,41
I01973,O00984,P0223,4,6591.88,52
I01974,O00538,P0157,5,341.7,1
I01975,O00028,P0476,2,860.76,3
I01976,O00798,P0224,5,5400.14,70
I01977,O00537,P0039,2,7227.97,31
I01978,O00653,P0108,4,5194.13,33
I01979,O00611,P0409,3,5281.04,92
I01980,O00904,P0062,4,4478.72,27
I01981,O00812,P0247,4,1696.07,7
I01982,O00073,P0341,1,6432.48,67
I01983,O00553,P0096,5,275.6,29
I01984,O00352,P0162,4,7237.78,75
I01985,O00418,P0014,2,2887.74,92
I01986,O00622,P0387,2,1283.83,18
I01987,O00282,P0201,1,4501.86,53
I01988,O00957,P0105,1,3598.96,95
I01989,O00549,P0405,3,4870.04,95
I01990,O00646,P0330,1,1920.81,43
I01991,O00405,P0261,2,579.31,95
I01992,O00099,P0012,1,1619.92,16
I01993,O00019,P0397,4,4795.46,24
I01994,O00209,P0298,1,3375.88,50
I01995,O00893,P0352,5,829.47,49
I01996,O00075,P0235,2,3760.28,95
I01997,O00180,P0479,2,902.4,32
I01998,O00838,P0164,3,2407.7,70
I01999,O00112,P0196,2,4990.85,62
I02000,O00660,P0048,4,7966.34,79
I02001,O00852,P0288,2,2856.13,95
I02002,O00312,P0117,1,2833.74,0
